Wall time,Step,Value
1640311926.23744,0,2.0200037956237793
1640311986.523283,1,1.4111528396606445
1640312046.909677,2,1.1629297733306885
1640312107.079644,3,0.9803711175918579
1640312166.969782,4,0.8507729172706604
1640312227.327796,5,0.739416778087616
1640312287.495024,6,0.6575948596000671
1640312347.724516,7,0.5966944098472595
1640312407.775074,8,0.5495717525482178
1640312467.830208,9,0.510813295841217
1640312527.872705,10,0.46992048621177673
1640312588.150556,11,0.43709060549736023
1640312648.527384,12,0.40902256965637207
1640312708.62062,13,0.3811821937561035
1640312768.773447,14,0.35723406076431274
1640312829.422104,15,0.3440515100955963
1640312890.259802,16,0.3200995624065399
1640312950.567942,17,0.30761247873306274
1640313010.734254,18,0.28471413254737854
1640313071.170421,19,0.2723303735256195
1640313131.483401,20,0.259620726108551
1640313192.01873,21,0.2467353343963623
1640313252.623686,22,0.23650747537612915
1640313312.856272,23,0.22558660805225372
1640313373.106774,24,0.21081231534481049
1640313433.534393,25,0.20144018530845642
1640313494.032779,26,0.19444364309310913
1640313554.495484,27,0.18591229617595673
1640313614.62728,28,0.17766892910003662
1640313674.803426,29,0.16903510689735413
1640313735.42331,30,0.15817955136299133
1640313795.945096,31,0.15425080060958862
1640313856.301407,32,0.1446559727191925
1640313916.663891,33,0.13920165598392487
1640313977.143278,34,0.13592413067817688
1640314037.802848,35,0.1264086216688156
1640314098.025832,36,0.12177717685699463
1640314158.310246,37,0.11546695232391357
1640314218.599675,38,0.11038870364427567
1640314278.979744,39,0.10430532693862915
1640314339.50111,40,0.10115007311105728
1640314399.802531,41,0.09582611918449402
1640314460.074626,42,0.09476598352193832
1640314520.669414,43,0.08975899964570999
1640314581.132948,44,0.08456677198410034
1640314641.669735,45,0.0824626237154007
1640314702.192328,46,0.07440651208162308
1640314762.566324,47,0.07561236619949341
1640314823.33238,48,0.06855543702840805
1640314883.636909,49,0.06860926747322083
