Wall time,Step,Value
1640344909.281196,0,0.3249250054359436
1640344938.101816,1,0.5027499794960022
1640344965.879495,2,0.5858250260353088
1640344993.454371,3,0.6487500071525574
1640345020.853154,4,0.6911249756813049
1640345049.857531,5,0.7245749831199646
1640345077.942515,6,0.7482249736785889
1640345109.434372,7,0.7712500095367432
1640345140.596636,8,0.7850250005722046
1640345172.24389,9,0.7953000068664551
1640345204.218841,10,0.8100000023841858
1640345235.928415,11,0.8209499716758728
1640345267.170065,12,0.8299999833106995
1640345295.881609,13,0.8375999927520752
1640345325.58956,14,0.845674991607666
1640345357.64369,15,0.8525000214576721
1640345389.444175,16,0.8572999835014343
1640345421.449742,17,0.8629999756813049
1640345453.525071,18,0.8685500025749207
1640345483.812033,19,0.8737750053405762
1640345512.769926,20,0.8772249817848206
1640345544.239899,21,0.8820750117301941
1640345576.211316,22,0.8867499828338623
1640345608.263318,23,0.8909500241279602
1640345640.416162,24,0.8942750096321106
1640345671.452678,25,0.8964750170707703
1640345700.245524,26,0.8981249928474426
1640345729.055191,27,0.9012749791145325
1640345757.672834,28,0.9059000015258789
1640345786.400676,29,0.9088749885559082
1640345815.122102,30,0.9108999967575073
1640345844.24635,31,0.9135500192642212
1640345872.825677,32,0.9154999852180481
1640345901.56012,33,0.9164749979972839
1640345932.388836,34,0.9181749820709229
1640345962.571159,35,0.9227499961853027
1640345991.348836,36,0.9246500134468079
1640346020.148773,37,0.9248499870300293
1640346052.216216,38,0.9245749711990356
1640346084.382956,39,0.928600013256073
1640346116.549854,40,0.9297000169754028
1640346148.907981,41,0.9311500191688538
1640346180.908449,42,0.9299250245094299
1640346212.973043,43,0.9329000115394592
1640346243.394278,44,0.935325026512146
1640346272.057254,45,0.9358999729156494
1640346299.93101,46,0.9386749863624573
1640346327.851852,47,0.9388250112533569
1640346356.49094,48,0.9368249773979187
1640346386.536562,49,0.9387750029563904
1640346417.476433,50,0.9432250261306763
1640346448.791705,51,0.9429749846458435
1640346480.792934,52,0.9438999891281128
1640346512.089628,53,0.9440249800682068
1640346543.277814,54,0.9437749981880188
1640346573.627976,55,0.9444500207901001
1640346604.695403,56,0.9458249807357788
1640346635.459642,57,0.9460750222206116
1640346666.394755,58,0.9479749798774719
1640346698.230106,59,0.9488750100135803
1640346729.837151,60,0.9485999941825867
1640346761.0305,61,0.9508500099182129
1640346793.363273,62,0.9506499767303467
1640346824.479117,63,0.9499499797821045
1640346856.315691,64,0.9490500092506409
1640346889.060016,65,0.9509750008583069
1640346918.728575,66,0.949275016784668
1640346947.690745,67,0.9522749781608582
1640346975.710207,68,0.9517499804496765
1640347004.700648,69,0.9523249864578247
1640347035.141746,70,0.9538249969482422
1640347066.315566,71,0.9531999826431274
1640347094.734413,72,0.9532750248908997
1640347123.737156,73,0.9540500044822693
1640347155.771924,74,0.9549000263214111
1640347187.850456,75,0.9550999999046326
1640347219.189419,76,0.9548749923706055
1640347251.453479,77,0.9556249976158142
1640347284.006147,78,0.9528499841690063
1640347315.814069,79,0.956475019454956
1640347345.803015,80,0.9561499953269958
1640347375.477354,81,0.9559249877929688
1640347406.139754,82,0.9552249908447266
1640347434.038148,83,0.9558749794960022
1640347461.595392,84,0.9564499855041504
1640347489.052395,85,0.956250011920929
1640347516.436189,86,0.9556000232696533
1640347543.928575,87,0.9573749899864197
1640347571.334812,88,0.9564999938011169
1640347598.795223,89,0.9587000012397766
1640347626.630822,90,0.9570249915122986
1640347654.138305,91,0.9582499861717224
1640347681.894252,92,0.9569500088691711
1640347709.467244,93,0.9569500088691711
1640347736.840639,94,0.9592750072479248
1640347764.174313,95,0.9576749801635742
1640347791.581591,96,0.9570500254631042
1640347818.931096,97,0.9581999778747559
1640347846.315761,98,0.9580749869346619
1640347873.718324,99,0.9565500020980835
