Wall time,Step,Value
1640344909.280605,0,1.9292150735855103
1640344938.101257,1,1.383821964263916
1640344965.878951,2,1.1685768365859985
1640344993.453823,3,0.9980802536010742
1640345020.852589,4,0.8926117420196533
1640345049.856959,5,0.7979045510292053
1640345077.941966,6,0.728310763835907
1640345109.433818,7,0.6699995398521423
1640345140.595965,8,0.6282220482826233
1640345172.242941,9,0.5946184992790222
1640345204.21828,10,0.5502083897590637
1640345235.927646,11,0.522932231426239
1640345267.169433,12,0.493572473526001
1640345295.881064,13,0.4682186543941498
1640345325.589008,14,0.4481393098831177
1640345357.643131,15,0.4292903244495392
1640345389.443547,16,0.41535741090774536
1640345421.449193,17,0.3990080654621124
1640345453.524523,18,0.37716880440711975
1640345483.81147,19,0.3653307855129242
1640345512.769357,20,0.3506489396095276
1640345544.23935,21,0.33287009596824646
1640345576.210689,22,0.3239140510559082
1640345608.262764,23,0.31514933705329895
1640345640.415568,24,0.3054032325744629
1640345671.452127,25,0.2977278232574463
1640345700.244669,26,0.2876180410385132
1640345729.054632,27,0.28069257736206055
1640345757.672281,28,0.27126654982566833
1640345786.400107,29,0.2625204622745514
1640345815.121553,30,0.25354188680648804
1640345844.245785,31,0.24399340152740479
1640345872.825123,32,0.23809531331062317
1640345901.559572,33,0.23653313517570496
1640345932.388287,34,0.23326167464256287
1640345962.570605,35,0.22187234461307526
1640345991.348289,36,0.21721875667572021
1640346020.147856,37,0.2097240537405014
1640346052.215661,38,0.20939196646213531
1640346084.38242,39,0.2024185061454773
1640346116.549299,40,0.19771172106266022
1640346148.907428,41,0.19427551329135895
1640346180.907893,42,0.19417883455753326
1640346212.9725,43,0.19011300802230835
1640346243.393723,44,0.18300017714500427
1640346272.056704,45,0.17955394089221954
1640346299.930457,46,0.17396579682826996
1640346327.851296,47,0.17196086049079895
1640346356.490234,48,0.17789483070373535
1640346386.535998,49,0.17117880284786224
1640346417.475866,50,0.1624169647693634
1640346448.791028,51,0.1619849056005478
1640346480.792383,52,0.15770681202411652
1640346512.089076,53,0.15918391942977905
1640346543.277118,54,0.1585829257965088
1640346573.627425,55,0.15876255929470062
1640346604.694856,56,0.1541750431060791
1640346635.459092,57,0.15338805317878723
1640346666.394204,58,0.14591902494430542
1640346698.229558,59,0.1440797597169876
1640346729.836587,60,0.14749044179916382
1640346761.029946,61,0.14006860554218292
1640346793.362561,62,0.13869887590408325
1640346824.478563,63,0.1401946246623993
1640346856.31513,64,0.14224790036678314
1640346889.059342,65,0.13782177865505219
1640346918.727599,66,0.14162199199199677
1640346947.690193,67,0.13364200294017792
1640346975.709616,68,0.1361757516860962
1640347004.699946,69,0.13405248522758484
1640347035.141192,70,0.1299305409193039
1640347066.31502,71,0.13079823553562164
1640347094.733774,72,0.1304393857717514
1640347123.736604,73,0.13129489123821259
1640347155.771289,74,0.128546804189682
1640347187.849877,75,0.12367959320545197
1640347219.188876,76,0.12612701952457428
1640347251.452929,77,0.12593582272529602
1640347284.005263,78,0.13099120557308197
1640347315.813497,79,0.12461581826210022
1640347345.802405,80,0.12350548058748245
1640347375.476804,81,0.12340991199016571
1640347406.138922,82,0.12512020766735077
1640347434.037513,83,0.12129886448383331
1640347461.59484,84,0.12188397347927094
1640347489.051749,85,0.12330510467290878
1640347516.435648,86,0.12352419644594193
1640347543.928029,87,0.12172060459852219
1640347571.334268,88,0.12051156908273697
1640347598.794681,89,0.11909261345863342
1640347626.630272,90,0.11927708983421326
1640347654.137754,91,0.11967749148607254
1640347681.893683,92,0.12175517529249191
1640347709.466854,93,0.11933977156877518
1640347736.840094,94,0.11450139433145523
1640347764.173756,95,0.11866798996925354
1640347791.581048,96,0.11908402293920517
1640347818.930543,97,0.1160159781575203
1640347846.315189,98,0.11672276258468628
1640347873.71778,99,0.12036395072937012
