Wall time,Step,Value
1640319583.399222,0,0.29670000076293945
1640319652.30551,1,0.46845000982284546
1640319721.279442,2,0.5614250302314758
1640319790.482218,3,0.6259250044822693
1640319859.281937,4,0.6720000505447388
1640319928.386389,5,0.707925021648407
1640319997.277081,6,0.7342250347137451
1640320066.372922,7,0.7555000185966492
1640320135.320559,8,0.7731000185012817
1640320204.310288,9,0.7853250503540039
1640320273.113255,10,0.7999000549316406
1640320342.059823,11,0.8148250579833984
1640320410.937616,12,0.8198500275611877
1640320479.915073,13,0.8328250646591187
1640320548.949108,14,0.8380250334739685
1640320618.080872,15,0.8466500639915466
1640320687.074602,16,0.8504500389099121
1640320755.986148,17,0.8560250401496887
1640320825.030571,18,0.8613750338554382
1640320893.929904,19,0.8698250651359558
1640320962.875255,20,0.8716500401496887
1640321031.983821,21,0.8751000165939331
1640321100.956655,22,0.8807500600814819
1640321169.967383,23,0.8818500638008118
1640321238.814509,24,0.8878000378608704
1640321307.702845,25,0.891325056552887
1640321376.685565,26,0.8939250707626343
1640321445.670408,27,0.8976500630378723
1640321514.594588,28,0.9014500379562378
1640321583.832235,29,0.9015750288963318
1640321652.895259,30,0.907075047492981
1640321721.511852,31,0.9103000164031982
1640321790.546135,32,0.9085250496864319
1640321859.520443,33,0.9126750230789185
1640321928.443191,34,0.916450023651123
1640321997.346106,35,0.91982501745224
1640322066.19792,36,0.920875072479248
1640322135.06162,37,0.9230250716209412
1640322204.113116,38,0.924375057220459
1640322273.286581,39,0.926675021648407
1640322342.360221,40,0.9272750616073608
1640322411.421105,41,0.9309250712394714
1640322480.536299,42,0.9343500733375549
1640322549.582348,43,0.9346750378608704
1640322618.689029,44,0.9381500482559204
1640322687.809559,45,0.9389750361442566
1640322756.904482,46,0.9423500299453735
1640322825.891375,47,0.941925048828125
1640322894.950726,48,0.9433250427246094
1640322964.282819,49,0.9449750185012817
1640323033.42789,50,0.9470000267028809
1640323102.809153,51,0.9494750499725342
1640323171.844163,52,0.9494500160217285
1640323241.08871,53,0.9505250453948975
1640323310.196891,54,0.9503500461578369
1640323379.448601,55,0.9534250497817993
1640323448.623055,56,0.955500066280365
1640323517.735139,57,0.9571000337600708
1640323587.005074,58,0.9585500359535217
1640323656.261403,59,0.9610500335693359
1640323725.513535,60,0.9595500230789185
1640323794.558701,61,0.9613750576972961
1640323863.617965,62,0.9634250402450562
1640323933.369859,63,0.9645000696182251
1640324002.377152,64,0.9641000628471375
1640324071.324643,65,0.9663000702857971
1640324140.315646,66,0.9661750197410583
1640324209.366077,67,0.9689500331878662
1640324278.356477,68,0.9696000218391418
1640324347.303689,69,0.9703500270843506
1640324416.34175,70,0.9714750647544861
1640324485.220344,71,0.9717250466346741
1640324554.204809,72,0.9739000201225281
1640324623.201571,73,0.9742750525474548
1640324692.255056,74,0.9734500646591187
1640324761.319003,75,0.9736500382423401
1640324830.330516,76,0.9754000306129456
1640324899.311461,77,0.9751750230789185
1640324968.30221,78,0.9772250652313232
1640325037.346807,79,0.9772250652313232
1640325106.35095,80,0.9776250720024109
1640325175.307288,81,0.978950023651123
1640325244.369707,82,0.9778000712394714
1640325313.453025,83,0.9791750311851501
1640325382.389892,84,0.978950023651123
1640325451.332247,85,0.9808500409126282
1640325520.219198,86,0.9793000221252441
1640325589.206815,87,0.980025053024292
1640325658.288177,88,0.9809750318527222
1640325727.206021,89,0.9811500310897827
1640325796.840416,90,0.9806750416755676
1640325866.447329,91,0.9814250469207764
1640325936.104951,92,0.9821500182151794
1640326005.752198,93,0.9816750288009644
1640326075.397026,94,0.9814750552177429
1640326144.716724,95,0.9816750288009644
1640326214.348846,96,0.9823750257492065
1640326284.095799,97,0.9824750423431396
1640326353.687801,98,0.9841750264167786
1640326423.338855,99,0.9824000597000122
