Wall time,Step,Value
1640188371.653001,0,1.5779569149017334
1640188403.942626,1,1.2701648473739624
1640188435.977938,2,1.1146295070648193
1640188468.851414,3,1.0087889432907104
1640188501.257583,4,0.933245837688446
1640188533.44619,5,0.8630282878875732
1640188565.323894,6,0.8066990375518799
1640188597.160883,7,0.7663673758506775
1640188629.221361,8,0.732119619846344
1640188661.091464,9,0.7011758685112
1640188693.143267,10,0.6686679720878601
1640188725.536158,11,0.6416596174240112
1640188757.497139,12,0.6257866024971008
1640188789.216875,13,0.605584442615509
1640188821.642094,14,0.5867065191268921
1640188854.19037,15,0.5722000002861023
1640188886.546241,16,0.5645260810852051
1640188918.423919,17,0.5486077666282654
1640188950.906613,18,0.5377076864242554
1640188983.3241,19,0.5216858386993408
1640189015.212041,20,0.5114394426345825
1640189047.390745,21,0.5012847185134888
1640189079.896463,22,0.4948199987411499
1640189112.223421,23,0.48702335357666016
1640189144.372172,24,0.4749803841114044
1640189176.468114,25,0.4705890417098999
1640189208.775502,26,0.46209031343460083
1640189240.303545,27,0.4593828320503235
1640189272.197671,28,0.4490995407104492
1640189304.052289,29,0.43889912962913513
1640189336.865738,30,0.4337449073791504
1640189368.907401,31,0.38235461711883545
1640189401.794549,32,0.3698168992996216
1640189434.292362,33,0.36363252997398376
1640189466.516292,34,0.35803845524787903
1640189499.105629,35,0.3526225686073303
1640189531.254373,36,0.3471585214138031
1640189563.929173,37,0.3418121337890625
1640189596.702821,38,0.34182009100914
1640189628.659955,39,0.33716511726379395
1640189660.850601,40,0.33874058723449707
1640189693.319483,41,0.33751562237739563
1640189725.093996,42,0.33350640535354614
1640189757.233959,43,0.32769066095352173
1640189788.772467,44,0.32284456491470337
1640189820.410536,45,0.3247382342815399
1640189851.598907,46,0.31761130690574646
1640189883.77981,47,0.3196139931678772
1640189915.26454,48,0.317470908164978
1640189946.888026,49,0.31932735443115234
1640189978.654801,50,0.3103993833065033
1640190010.003128,51,0.2915307879447937
1640190041.484647,52,0.2810046374797821
1640190072.605522,53,0.28104516863822937
1640190104.213762,54,0.2768600285053253
1640190136.472684,55,0.2758099436759949
1640190168.81346,56,0.27563172578811646
1640190200.889654,57,0.2749280035495758
1640190232.385158,58,0.27194875478744507
1640190264.146027,59,0.271162748336792
1640190296.295477,60,0.2691943943500519
1640190327.750247,61,0.26726552844047546
1640190359.244426,62,0.2746047079563141
1640190390.927081,63,0.2677744925022125
1640190422.583171,64,0.27016711235046387
1640190454.693369,65,0.2659091651439667
1640190486.369657,66,0.2664697766304016
1640190518.57787,67,0.26462453603744507
1640190550.213936,68,0.2647099792957306
1640190582.358941,69,0.267259806394577
1640190614.47353,70,0.26199212670326233
1640190646.446867,71,0.26546981930732727
1640190678.290749,72,0.26765117049217224
1640190710.338762,73,0.26855966448783875
1640190742.560559,74,0.2655319273471832
1640190774.366357,75,0.2653818130493164
1640190806.697625,76,0.26307424902915955
1640190839.138506,77,0.26239702105522156
1640190871.815925,78,0.265851765871048
1640190903.946755,79,0.2645884156227112
1640190935.817516,80,0.26997455954551697
1640190967.963664,81,0.2642967104911804
1640191000.047966,82,0.2619349956512451
1640191032.063781,83,0.26309114694595337
1640191064.39708,84,0.26306188106536865
1640191096.21736,85,0.2608509957790375
1640191128.922827,86,0.2638499140739441
1640191161.564529,87,0.2648973762989044
1640191193.953808,88,0.2652067542076111
1640191226.383299,89,0.2623222768306732
1640191258.635721,90,0.2631165087223053
1640191290.863538,91,0.264965683221817
1640191323.43915,92,0.2613977789878845
1640191356.100984,93,0.26376083493232727
1640191388.637973,94,0.26308634877204895
1640191421.346598,95,0.26451894640922546
1640191454.747099,96,0.26128166913986206
1640191487.997703,97,0.2689378559589386
1640191520.864554,98,0.2637476325035095
1640191553.537169,99,0.26204052567481995
